speaker,speech_len
ANA BRNABIĆ,982
ĐORĐE KOMLENSKI,5600
ANA BRNABIĆ,1018
ADRIANA MESAROVIĆ,3514
ANA BRNABIĆ,83
MARIJAN RISTIČEVIĆ,4819
ANA BRNABIĆ,81
DEJAN BULATOVIĆ,1985
ANA BRNABIĆ,1146
ALEKSANDAR MARTINOVIĆ,2766
ANA BRNABIĆ,60
MILENKO JOVANOV,1106
ANA BRNABIĆ,901
ALEKSANDAR MARKOVIĆ,2507
SNEŽANA PAUNOVIĆ,52
NIKOLA LAZIĆ,2122
SNEŽANA PAUNOVIĆ,32
NIKOLA LAZIĆ,1990
SNEŽANA PAUNOVIĆ,44
DRAGAN NIKOLIĆ,6344
SNEŽANA PAUNOVIĆ,51
LEPOMIR IVKOVIĆ,5571
ANA BRNABIĆ,323
UGLJEŠA MRDIĆ,3519
ANA BRNABIĆ,80
NEBOJŠA BAKAREC,4343
ANA BRNABIĆ,881
SVETLANA MILIJIĆ,1292
ANA BRNABIĆ,61
STEFAN KETANOVIĆ,3250
ANA BRNABIĆ,58
MILAN RADIN,3683
ANA BRNABIĆ,298
MARIJA ZDRAVKOVIĆ,2029
ANA BRNABIĆ,1744
NENAD KRSTIĆ,2775
ANA BRNABIĆ,237
GORAN NIKOLIĆ,1861
ANA BRNABIĆ,212
MILENKO JOVANOV,1174
ANA BRNABIĆ,490
SANJA MILOŠEVIĆ,3713
ANA BRNABIĆ,52
SLAVICA ĐUKIĆ DEJANOVIĆ,2270
ANA BRNABIĆ,46
NIKOLA RADOSAVLJEVIĆ,2953
ANA BRNABIĆ,1679
BILJANA ILIĆ STOŠIĆ,3243
ANA BRNABIĆ,63
DRAGAN JOVANOVIĆ,4010
ANA BRNABIĆ,378
DUŠAN BAJATOVIĆ,459
BOGDAN RADOVANOVIĆ,44
DUŠAN BAJATOVIĆ,4809
ANA BRNABIĆ,108
SNEŽANA PAUNOVIĆ,1135
ANA BRNABIĆ,57
VEROLJUB ARSIĆ,1886
ANA BRNABIĆ,555
ALEKSANDAR MARTINOVIĆ,5057
ANA BRNABIĆ,833
SINIŠA MALI,11221
ANA BRNABIĆ,767
SINIŠA MALI,28
ANA BRNABIĆ,2482
SNEŽANA PAUNOVIĆ,895
SLOBODAN NIKOLIĆ,2576
SNEŽANA PAUNOVIĆ,70
IRENA ŽIVKOVIĆ,3685
SNEŽANA PAUNOVIĆ,66
IRENA ŽIVKOVIĆ,99
SNEŽANA PAUNOVIĆ,425
MILOŠ PARANDILOVIĆ,3059
SNEŽANA PAUNOVIĆ,17
MILOŠ PARANDILOVIĆ,99
SNEŽANA PAUNOVIĆ,674
UGLJEŠA MRDIĆ,4041
SNEŽANA PAUNOVIĆ,577
DRAGAN NINKOVIĆ,1641
SNEŽANA PAUNOVIĆ,57
VEROLJUB ARSIĆ,1431
SNEŽANA PAUNOVIĆ,26
VEROLJUB ARSIĆ,203
SNEŽANA PAUNOVIĆ,100
VEROLJUB ARSIĆ,1351
SNEŽANA PAUNOVIĆ,62
ADRIJANA MESAROVIĆ,1929
SNEŽANA PAUNOVIĆ,1059
MILOŠ PARANDILOVIĆ,1349
SNEŽANA PAUNOVIĆ,33
MILENKO JOVANOV,1985
SNEŽANA PAUNOVIĆ,1532
MARIJAN RISTIČEVIĆ,1266
SNEŽANA PAUNOVIĆ,1372
DRAGAN STANOJEVIĆ,2194
SNEŽANA PAUNOVIĆ,102
DRAGAN STANOJEVIĆ,1574
SNEŽANA PAUNOVIĆ,112
DRAGAN STANOJEVIĆ,1127
SNEŽANA PAUNOVIĆ,109
TATJANA MACURA,6022
SNEŽANA PAUNOVIĆ,64
ALEKSANDAR VULIN,3239
SNEŽANA PAUNOVIĆ,876
JELENA ŽARIĆ KOVAČEVIĆ,7248
SNEŽANA PAUNOVIĆ,229
BRANKO PAVLOVIĆ,1467
SNEŽANA PAUNOVIĆ,68
JELENA ŽARIĆ KOVAČEVIĆ,1722
SNEŽANA PAUNOVIĆ,42
ŽELJKO VESELINOVIĆ,2781
SNEŽANA PAUNOVIĆ,12
BRANKO PAVLOVIĆ,43
SNEŽANA PAUNOVIĆ,29
BRANKO PAVLOVIĆ,1286
SNEŽANA PAUNOVIĆ,58
ALEKSANDAR VULIN,3846
SNEŽANA PAUNOVIĆ,56
ŽELJKO VESELINOVIĆ,1374
SNEŽANA PAUNOVIĆ,297
SONJA PERNAT,320
SNEŽANA PAUNOVIĆ,26
SONJA PERNAT,519
SNEŽANA PAUNOVIĆ,158
SONJA PERNAT,32
SNEŽANA PAUNOVIĆ,1704
SONJA PERNAT,3475
SNEŽANA PAUNOVIĆ,4807
IVICA DAČIĆ,9296
SNEŽANA PAUNOVIĆ,335
ŽIVOTA STARČEVIĆ,2449
SNEŽANA PAUNOVIĆ,83
SINIŠA MALI,7933
SNEŽANA PAUNOVIĆ,1437
IVICA DAČIĆ,5562
SNEŽANA PAUNOVIĆ,82
BRANKO PAVLOVIĆ,1673
SNEŽANA PAUNOVIĆ,10068
JORGOVANKA TABAKOVIĆ,4706
SNEŽANA PAUNOVIĆ,901
ALEKSANDAR MARTINOVIĆ,376
SNEŽANA PAUNOVIĆ,1592
ALEKSANDAR MARTINOVIĆ,23
SNEŽANA PAUNOVIĆ,2738
SINIŠA MALI,9024
SNEŽANA PAUNOVIĆ,852
ANA BRNABIĆ,19232
SNEŽANA PAUNOVIĆ,48310
ANA BRNABIĆ,4909
MARINA RAGUŠ,883
BORISLAV NOVAKOVIĆ,959
MARINA RAGUŠ,931
BORISLAV NOVAKOVIĆ,4017
MARINA RAGUŠ,67
SONJA PERNAT,3652
MARINA RAGUŠ,26
EMEŠE URI,3981
MARINA RAGUŠ,57
STEFAN KRKOBABIĆ,2349
MARINA RAGUŠ,35
JOVAN JANJIĆ,3994
MARINA RAGUŠ,54
MILIJA MILETIĆ,3557
MARINA RAGUŠ,70
RADOMIR LAZOVIĆ,3042
MARINA RAGUŠ,47
MILIMIR VUJADINOVIĆ,4136
MARINA RAGUŠ,431
SINIŠA MALI,13172
MARINA RAGUŠ,129
ZLATIBOR LONČAR,12575
MARINA RAGUŠ,85
ĐORĐE MILIĆEVIĆ,23624
SONJA PERNAT,11
ĐORĐE MILIĆEVIĆ,1452
MARINA RAGUŠ,88
MILAN KRKOBABIĆ,20582
MARINA RAGUŠ,67
MARKO ĐURIĆ,27284
MARINA RAGUŠ,75
MAJA POPOVIĆ,16241
MARINA RAGUŠ,117
NEMANJA STAROVIĆ,14775
MARINA RAGUŠ,110
MILICA ĐURĐEVIĆ STAMENKOVSKI,20477
MARINA RAGUŠ,58
MARINA RAGUŠ,84
NIKOLA SELAKOVIĆ,25337
MARINA RAGUŠ,64
ALEKSANDAR VULIN,14770
MARINA RAGUŠ,1028
JELENA BEGOVIĆ,23015
MARINA RAGUŠ,63
ADRIJANA MESAROVIĆ,17727
MARINA RAGUŠ,98
DEJAN RISTIĆ,14883
MARINA RAGUŠ,257
ANA BRNABIĆ,2160
MARIJAN RISTIČEVIĆ,4230
ANA BRNABIĆ,60
MARKO ATLAGIĆ,9278
ANA BRNABIĆ,85
MILIJA MILETIĆ,5774
ANA BRNABIĆ,62
DEJAN TOMAŠEVIĆ,2993
ANA BRNABIĆ,59
ALEKSANDRA TOMIĆ,12703
ANA BRNABIĆ,97
UGLJEŠA GRGUR,9875
ANA BRNABIĆ,97
SLAVICA ĐUKIĆ DEJANOVIĆ,3349
ANA BRNABIĆ,107
MITAR KOVAČ,394
ANA BRNABIĆ,54
BRANKO PAVLOVIĆ,6930
ANA BRNABIĆ,131
SINIŠA MALI,4218
ANA BRNABIĆ,42
BRANKO PAVLOVIĆ,617
ANA BRNABIĆ,996
ANA BRNABIĆ,48
ANA JAKOVLJEVIĆ,8940
ANA BRNABIĆ,794
MILENKO JOVANOV,14581
ANA BRNABIĆ,71
ALEKSANDAR VULIN,9066
JOVAN JANJIĆ,54
SLAVICA ĐUKIĆ DEJANOVIĆ,2050
JOVAN JANJIĆ,63
ŽIKA GOJKOVIĆ,1864
JOVAN JANJIĆ,45
MILIMIR VUJADINOVIĆ,6547
JOVAN JANJIĆ,45
DUBRAVKA FILIPOVSKI,3638
JOVAN JANJIĆ,52
MUAMER BAČEVAC,6044
JOVAN JANJIĆ,54
BRANKO PAVLOVIĆ,6295
ANA BRNABIĆ,62
DUŠAN BAJATOVIĆ,8901
ANA BRNABIĆ,38
BRANKO PAVLOVIĆ,391
ANA BRNABIĆ,146
LJUBICA VRANEŠ,2650
ANA BRNABIĆ,65
ŽELJKO VESELINOVIĆ,8117
ANA BRNABIĆ,84
MILENKO JOVANOV,13472
ANA BRNABIĆ,42
DEJAN BULATOVIĆ,1883
ANA BRNABIĆ,1593
ANA BRNABIĆ,116
MARIJAN RISTIČEVIĆ,9276
ANA BRNABIĆ,68
MIROSLAV PETRAŠINOVIĆ,7722
ANA BRNABIĆ,5626
MARIJAN RISTIČEVIĆ,3202
ANA BRNABIĆ,48
EDIN ĐERLEK,3969
ANA BRNABIĆ,48
MILOLJUB ALBIJANIĆ,7658
ANA BRNABIĆ,342
SLAVICA ĐUKIĆ DEJANOVIĆ,5097
ANA BRNABIĆ,44
ZDRAVKO MLADENOVIĆ,10555
ANA BRNABIĆ,54
MILOLJUB ALBIJANIĆ,1118
ANA BRNABIĆ,64
UGLJEŠA MRDIĆ,6096
ANA BRNABIĆ,83
UGLJEŠA MRDIĆ,800
ANA BRNABIĆ,66
TATJANA MACURA,6748
ANA BRNABIĆ,3315
MILOŠ PARANDILOVIĆ,373
ANA BRNABIĆ,52
MILOŠ PARANDILOVIĆ,62
ANA BRNABIĆ,124
MILOŠ PARANDILOVIĆ,51
ANA BRNABIĆ,100
MILOŠ PARANDILOVIĆ,383
ANA BRNABIĆ,483
MILOŠ PARANDILOVIĆ,338
ANA BRNABIĆ,564
MILOŠ PARANDILOVIĆ,248
ANA BRNABIĆ,119
MILOŠ PARANDILOVIĆ,50
ANA BRNABIĆ,151
MILOŠ PARANDILOVIĆ,33
ANA BRNABIĆ,9
MILOŠ PARANDILOVIĆ,58
ANA BRNABIĆ,43
MILOŠ PARANDILOVIĆ,249
ANA BRNABIĆ,21
MILOŠ PARANDILOVIĆ,1088
ANA BRNABIĆ,295
MILENKO JOVANOV,170
ANA BRNABIĆ,112
MARIJAN RISTIČEVIĆ,922
ANA BRNABIĆ,417
MILOŠ PARANDILOVIĆ,860
DALIBOR ŠĆEKIĆ,21
MILOŠ PARANDILOVIĆ,399
ANA BRNABIĆ,198
MILENKO JOVANOV,649
ANA BRNABIĆ,304
MILOŠ PARANDILOVIĆ,410
ANA BRNABIĆ,33
MILOŠ PARANDILOVIĆ,158
ANA BRNABIĆ,437
MILENKO JOVANOV,140
ANA BRNABIĆ,81
MILENKO JOVANOV,352
ANA BRNABIĆ,76
MARIJAN RISTIČEVIĆ,739
ANA BRNABIĆ,304
MILOŠ PARANDILOVIĆ,231
ANA BRNABIĆ,119
MILOŠ PARANDILOVIĆ,76
ANA BRNABIĆ,537
MILOŠ PARANDILOVIĆ,111
ANA BRNABIĆ,631
DRAGAN NINKOVIĆ,160
MILENKO JOVANOV,3
DRAGAN NINKOVIĆ,1446
ANA BRNABIĆ,44
DRAGAN NINKOVIĆ,252
ANA BRNABIĆ,891
MILOŠ PARANDILOVIĆ,46
ANA BRNABIĆ,61
MILOŠ PARANDILOVIĆ,36
ANA BRNABIĆ,20
MILOŠ PARANDILOVIĆ,30
ANA BRNABIĆ,268
MILOŠ PARANDILOVIĆ,520
ANA BRNABIĆ,274
MILENKO JOVANOV,141
ANA BRNABIĆ,58
ĐORĐE KOMLENSKI,479
ANA BRNABIĆ,73
ĐORĐE KOMLENSKI,3
ANA BRNABIĆ,403
MILOŠ PARANDILOVIĆ,118
ANA BRNABIĆ,92
MILOŠ PARANDILOVIĆ,163
ANA BRNABIĆ,68
MILOŠ PARANDILOVIĆ,1780
ANA BRNABIĆ,698
MILENKO JOVANOV,1015
ANA BRNABIĆ,993
MILOŠ PARANDILOVIĆ,1938
ANA BRNABIĆ,83
MILENKO JOVANOV,1925
ANA BRNABIĆ,167
DUŠAN BAJATOVIĆ,1040
ANA BRNABIĆ,640
MILOŠ PARANDILOVIĆ,185
ANA BRNABIĆ,21
MILOŠ PARANDILOVIĆ,244
ANA BRNABIĆ,415
MARIJAN RISTIČEVIĆ,1174
ANA BRNABIĆ,295
DRAGAN NINKOVIĆ,416
ANA BRNABIĆ,80
DRAGAN NINKOVIĆ,17
ANA BRNABIĆ,112
DRAGAN NINKOVIĆ,65
ANA BRNABIĆ,98
DRAGAN NINKOVIĆ,151
ANA BRNABIĆ,21
DRAGAN NINKOVIĆ,639
ANA BRNABIĆ,159
MILOŠ PARANDILOVIĆ,1907
ANA BRNABIĆ,178
MILENKO JOVANOV,348
ANA BRNABIĆ,75
MILENKO JOVANOV,57
ANA BRNABIĆ,46
MILENKO JOVANOV,565
ANA BRNABIĆ,101
DRAGAN NINKOVIĆ,8
ANA BRNABIĆ,28
DRAGAN NINKOVIĆ,12
ANA BRNABIĆ,75
DRAGAN NINKOVIĆ,20
ANA BRNABIĆ,52
ANA BRNABIĆ,510
DRAGAN NINKOVIĆ,669
ANA BRNABIĆ,263
VEROLJUB ARSIĆ,1205
ANA BRNABIĆ,197
MILOŠ PARANDILOVIĆ,252
ANA BRNABIĆ,58
VEROLJUB ARSIĆ,8
ANA BRNABIĆ,216
VEROLJUB ARSIĆ,589
ANA BRNABIĆ,331
MILOŠ PARANDILOVIĆ,45
ANA BRNABIĆ,47
MILOŠ PARANDILOVIĆ,1604
ANA BRNABIĆ,434
MILOŠ PARANDILOVIĆ,15
ANA BRNABIĆ,219
MILENKO JOVANOV,620
ANA BRNABIĆ,778
ALEKSANDAR MARTINOVIĆ,418
ANA BRNABIĆ,56
ALEKSANDAR MARTINOVIĆ,221
ANA BRNABIĆ,159
ALEKSANDAR MARTINOVIĆ,32
ANA BRNABIĆ,77
ALEKSANDAR MARTINOVIĆ,10477
ANA BRNABIĆ,77
ADRIJANA MESAROVIĆ,1932
ANA BRNABIĆ,53
SINIŠA MALI,8696
ANA BRNABIĆ,113
ELVIRA KOVAČ,890
JELENA ŽARIĆ KOVAČEVIĆ,23224
ELVIRA KOVAČ,68
NOVICA TONČEV,11963
ELVIRA KOVAČ,104
IRENA VUJOVIĆ,25274
ELVIRA KOVAČ,132
TOMISLAV ŽIGMANOV,25878
ELVIRA KOVAČ,94
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,30059
ELVIRA KOVAČ,72
DARKO GLIŠIĆ,59182
ELVIRA KOVAČ,93
ĐORĐE MILIĆEVIĆ,27678
ELVIRA KOVAČ,54
NENAD POPOVIĆ,14169
ELVIRA KOVAČ,163
NENAD FILIPOVIĆ,3693
ĐORĐO ĐORĐIĆ,4311
ELVIRA KOVAČ,67
MILOLJUB ALBIJANIĆ,2694
ELVIRA KOVAČ,55
ALEKSANDAR IVANOVIĆ,3726
ELVIRA KOVAČ,117
MIRKA LUKIĆ ŠARKANOVIĆ,3772
ELVIRA KOVAČ,68
ALEKSANDAR MARKOVIĆ,4963
ELVIRA KOVAČ,144
MILOLJUB ALBIJANIĆ,21
ELVIRA KOVAČ,475
MARINA RAGUŠ,3572
ELVIRA KOVAČ,6
MARINA RAGUŠ,2495
ELVIRA KOVAČ,85
SINIŠA MALI,1264
ELVIRA KOVAČ,71
VEROLJUB ARSIĆ,3712
ELVIRA KOVAČ,6
VEROLJUB ARSIĆ,74
ELVIRA KOVAČ,14
ĐORĐO ĐORĐIĆ,10
ELVIRA KOVAČ,60
ĐORĐO ĐORĐIĆ,1936
ELVIRA KOVAČ,204
MILICA NIKOLIĆ,2562
ANA BRNABIĆ,80
MARKO ATLAGIĆ,6
ELVIRA KOVAČ,77
MARKO ATLAGIĆ,3165
ELVIRA KOVAČ,6
MARKO ATLAGIĆ,914
ELVIRA KOVAČ,81
MILOVAN DRECUN,2600
ELVIRA KOVAČ,141
ŽIVOTA STARČEVIĆ,14572
MARINA RAGUŠ,65
ZLATIBOR LONČAR,7048
ELVIRA KOVAČ,117
ŽELJKO VESELINOVIĆ,10287
ELVIRA KOVAČ,160
MILENKO JOVANOV,2144
ELVIRA KOVAČ,42
MILIJA MILETIĆ,16621
ELVIRA KOVAČ,24
MILIJA MILETIĆ,27
ELVIRA KOVAČ,63
MILIJA MILETIĆ,820
ELVIRA KOVAČ,156
ALEKSANDAR MARTINOVIĆ,10861
ELVIRA KOVAČ,9201
ELVIRA KOVAČ,76
ELVIRA KOVAČ,14530
JOVAN JANJIĆ,58
STEFAN KRKOBABIĆ,8596
JOVAN JANJIĆ,42
SANJA JEFIĆ BRANKOVIĆ,14673
JOVAN JANJIĆ,62
ALEKSANDAR VULIN,8941
JOVAN JANJIĆ,131
MARINA RAGUŠ,115
DRAGAN STANOJEVIĆ,16328
ANA BRNABIĆ,58
MILENKO JOVANOV,2581
ANA BRNABIĆ,86
DRAGAN STANOJEVIĆ,23
ANA BRNABIĆ,1802
UGLJEŠA MARKOVIĆ,12303
ANA BRNABIĆ,42
ALEKSANDRA TOMIĆ,7625
ANA BRNABIĆ,61
ZAGORKA ALEKSIĆ,3308
ANA BRNABIĆ,47
IRENA ŽIVKOVIĆ,2590
ANA BRNABIĆ,73
JOŽEF TOBIAŠ,5304
ANA BRNABIĆ,131
ILO MIHAJLOVSKI,3872
ANA BRNABIĆ,57
SLOBODAN NIKOLIĆ,4911
ANA BRNABIĆ,59
SLOBODAN NIKOLIĆ,68
ANA BRNABIĆ,74
NENAD KRSTIĆ,3635
ANA BRNABIĆ,74
DUNJA SIMONOVIĆ BRATIĆ,4308
ANA BRNABIĆ,116
SANJA DŽAJIĆ,5507
ANA BRNABIĆ,54
DIJANA RADOVIĆ,3460
ANA BRNABIĆ,39
TIJANA DAVIDOVAC,3321
ANA BRNABIĆ,56
ALEKSANDAR ANTIĆ,3011
ANA BRNABIĆ,61
VEROLJUB MATIĆ,5293
ANA BRNABIĆ,243
ZORAN GAJIĆ,9209
ANA BRNABIĆ,9978
ANA BRNABIĆ,993
AKOŠ UJHELJI,3970
ANA BRNABIĆ,49
SLAVICA RADOVANOVIĆ,395
ANA BRNABIĆ,101
SLAVICA RADOVANOVIĆ,54
ANA BRNABIĆ,17
SLAVICA RADOVANOVIĆ,4558
ANA BRNABIĆ,32
SLAVICA RADOVANOVIĆ,181
ANA BRNABIĆ,257
SLOBODAN NIKOLIĆ,1275
ANA BRNABIĆ,46
STEFAN KRKOBABIĆ,4288
SNEŽANA PAUNOVIĆ,42
BILJANA ĐORĐEVIĆ,4315
SNEŽANA PAUNOVIĆ,27
MILOŠ PARANDILOVIĆ,3152
ANA BRNABIĆ,361
MILOŠ PARANDILOVIĆ,1068
ANA BRNABIĆ,58
MILOŠ PARANDILOVIĆ,248
ANA BRNABIĆ,262
ZDRAVKO MLADENOVIĆ,4568
ANA BRNABIĆ,189
VEROLJUB ARSIĆ,8948
ANA BRNABIĆ,60
MARKO ATLAGIĆ,7495
ANA BRNABIĆ,46
ŽIVOTA STARČEVIĆ,12598
ANA BRNABIĆ,52
SNEŽANA PAUNOVIĆ,19732
ANA BRNABIĆ,24
MILENKO JOVANOV,25869
ANA BRNABIĆ,94
SNEŽANA PAUNOVIĆ,2869
EDIN ĐERLEK,78
SLAVICA RADOVANOVIĆ,14036
EDIN ĐERLEK,52
MILENKO JOVANOV,12790
EDIN ĐERLEK,87
SLAVICA RADOVANOVIĆ,8
EDIN ĐERLEK,49
SLAVICA RADOVANOVIĆ,1915
EDIN ĐERLEK,29
SLAVICA RADOVANOVIĆ,158
EDIN ĐERLEK,25
MILENKO JOVANOV,359
SLAVICA RADOVANOVIĆ,37
MILENKO JOVANOV,5572
EDIN ĐERLEK,87
SNEŽANA PAUNOVIĆ,3013
EDIN ĐERLEK,48
MILENKO JOVANOV,1021
EDIN ĐERLEK,104
ŽIVOTA STARČEVIĆ,13940
EDIN ĐERLEK,94
EDIN ĐERLEK,60
AKOŠ UJHELJI,14810
EDIN ĐERLEK,57
BRANIMIR JOVANOVIĆ,6990
EDIN ĐERLEK,55
RISTO KOSTOV,6922
EDIN ĐERLEK,48
BRANKO PAVLOVIĆ,13209
EDIN ĐERLEK,48
MILENKO JOVANOV,5054
EDIN ĐERLEK,32
SNEŽANA PAUNOVIĆ,101
EDIN ĐERLEK,31
BRANKO PAVLOVIĆ,1326
EDIN ĐERLEK,25
SNEŽANA PAUNOVIĆ,5718
EDIN ĐERLEK,53
MILIJA MILETIĆ,12676
EDIN ĐERLEK,93
ZAGORKA ALEKSIĆ,3467
EDIN ĐERLEK,205
SLOBODAN NIKOLIĆ,2471
EDIN ĐERLEK,43
IVAN KARIĆ,4891
EDIN ĐERLEK,60
DEJAN TOMAŠEVIĆ,5102
EDIN ĐERLEK,47
EDIN NUMANOVIĆ,5142
EDIN ĐERLEK,55
MIRKA LUKIĆ ŠARKANOVIĆ,3055
EDIN ĐERLEK,48
VESNA STANKOVIĆ,4986
EDIN ĐERLEK,56
ANITA NEŠIĆ,6723
ANA BRNABIĆ,51
DRAGANA ARSIĆ,6144
ANA BRNABIĆ,60
LIDIJA NAČIĆ,6229
ANA BRNABIĆ,63
STANISLAVA JANOŠEVIĆ,7837
ANA BRNABIĆ,56
TATJANA PETROVIĆ STOJKOVIĆ,5564
ANA BRNABIĆ,137
NADA MACURA,2280
ANA BRNABIĆ,417
ANA BRNABIĆ,1830
IRENA ŽIVKOVIĆ,3135
ANA BRNABIĆ,31
ANA BRNABIĆ,31
MILENKO JOVANOV,2113
ANA BRNABIĆ,69
MARIJA JEVĐIĆ,5706
ANA BRNABIĆ,6
MARIJA JEVĐIĆ,175
ANA BRNABIĆ,37
MILICA MARUŠIĆ JABLANOVIĆ,5584
ANA BRNABIĆ,49
UGLJEŠA MARKOVIĆ,4825
ANA BRNABIĆ,49
ŠAIP KAMBERI,4351
ANA BRNABIĆ,336
MUAMER BAČEVAC,5202
ANA BRNABIĆ,57
ANA KRSTIĆ,5543
ANA BRNABIĆ,55
MARIJAN RISTIČEVIĆ,10399
ANA BRNABIĆ,65
STEFAN JANJIĆ,2767
ANA BRNABIĆ,83
MILENKO JOVANOV,1963
ANA BRNABIĆ,46
STEFAN JANJIĆ,24
ANA BRNABIĆ,217
BORIS BAJIĆ,6729
ANA BRNABIĆ,45
RASTISLAV DINIĆ,4381
ANA BRNABIĆ,372
DEJAN TOMAŠEVIĆ,3600
ANA BRNABIĆ,55
MILOŠ PARANDILOVIĆ,178
ANA BRNABIĆ,58
MILOŠ PARANDILOVIĆ,2626
ANA BRNABIĆ,364
RADOMIR LAZOVIĆ,440
ANA BRNABIĆ,100
RADOMIR LAZOVIĆ,54
ANA BRNABIĆ,29
RADOMIR LAZOVIĆ,9
ANA BRNABIĆ,242
MILENKO JOVANOV,1442
ANA BRNABIĆ,31
DUNJA SIMONOVIĆ BRATIĆ,5484
ANA BRNABIĆ,63
BORKO STEFANOVIĆ,3761
ANA BRNABIĆ,31
MILENKO JOVANOV,1448
ANA BRNABIĆ,179
ALEKSANDAR MIRKOVIĆ,10522
ANA BRNABIĆ,31
BORKO STEFANOVIĆ,8
JELENA PAVLOVIĆ,78
BORKO STEFANOVIĆ,93
ANA BRNABIĆ,186
JELENA PAVLOVIĆ,4641
ANA BRNABIĆ,590
BILJANA PANTIĆ PILJA,10610
ANA BRNABIĆ,38
SONJA PERNAT,2358
ANA BRNABIĆ,48
DIJANA RADOVIĆ,2265
ANA BRNABIĆ,47
VLADIMIR PAJIĆ,2288
ANA BRNABIĆ,486
BOJAN TORBICA,5882
ANA BRNABIĆ,116
MILIJA MILETIĆ,4118
ANA BRNABIĆ,60
BILJANA ĐORĐEVIĆ,765
ANA BRNABIĆ,704
DRAGAN DELIĆ,7533
ANA BRNABIĆ,386
EDIN NUMANOVIĆ,3115
ANA BRNABIĆ,54
NATALIJA STOJMENOVIĆ,1608
ANA BRNABIĆ,283
NATALIJA STOJMENOVIĆ,981
ANA BRNABIĆ,326
MIROSLAV PETRAŠINOVIĆ,5494
ANA BRNABIĆ,40
LIDIJA ŠARAC,1744
ANA BRNABIĆ,129
ALEKSANDAR IVANOVIĆ,3477
ANA BRNABIĆ,25
MILENKO JOVANOV,1954
ANA BRNABIĆ,129
MIROSLAV ALEKSIĆ,1511
ANA BRNABIĆ,31
MILENKO JOVANOV,1802
ANA BRNABIĆ,197
DUŠAN NIKEZIĆ,3475
ANA BRNABIĆ,281
MARKO MLADENOVIĆ,4824
ANA BRNABIĆ,32
MARINA MIJATOVIĆ,2671
ANA BRNABIĆ,49
DRAGAN JOVANOVIĆ,6108
ANA BRNABIĆ,51
ANA JAKOVLJEVIĆ,3537
ANA BRNABIĆ,37
MILAN RADIN,4736
ANA BRNABIĆ,33
PEĐA MITROVIĆ,2571
ANA BRNABIĆ,59
VLADIMIR ĐUKANOVIĆ,7578
ANA BRNABIĆ,39
ĐORĐE STANKOVIĆ,1721
ANA BRNABIĆ,239
BILJANA PANTIĆ PILJA,1143
ANA BRNABIĆ,144
RISTO KOSTOV,5656
ANA BRNABIĆ,39
RISTO KOSTOV,348
ANA BRNABIĆ,39
RISTO KOSTOV,54
ANA BRNABIĆ,89
ĐORĐE STANKOVIĆ,345
ANA BRNABIĆ,103
ALEKSANDAR MIRKOVIĆ,941
ANA BRNABIĆ,158
ANA OREG,284
ANA BRNABIĆ,180
VEROLJUB ARSIĆ,471
ANA BRNABIĆ,28
VEROLJUB ARSIĆ,3919
ANA BRNABIĆ,112
BRANKO MILJUŠ,1416
ANA BRNABIĆ,37
MARINA RAGUŠ,9253
ELVIRA KOVAČ,270
SLAVICA RADOVANOVIĆ,6446
ANA BRNABIĆ,35
DANIJELA NESTOROVIĆ,6628
ELVIRA KOVAČ,42
ANA BRNABIĆ,1592
ELVIRA KOVAČ,114
AHMEDIN ŠKRIJELJ,4714
ANA BRNABIĆ,40
MIROSLAV ALEKSIĆ,784
ANA BRNABIĆ,36
DRAGAN STANOJEVIĆ,7136
ANA BRNABIĆ,10
DRAGAN STANOJEVIĆ,90
ANA BRNABIĆ,284
ZDRAVKO PONOŠ,3164
ANA BRNABIĆ,26
ĐORĐE PAVIĆEVIĆ,4927
ANA BRNABIĆ,101
BORISLAV NOVAKOVIĆ,3206
ANA BRNABIĆ,27
MILENKO JOVANOV,1082
ANA BRNABIĆ,51
RADOMIR LAZOVIĆ,491
ANA BRNABIĆ,169
DRAGAN ĐILAS,7504
ANA BRNABIĆ,25
DEJAN BULATOVIĆ,933
ANA BRNABIĆ,196
DRAGAN ĐILAS,2202
ANA BRNABIĆ,26
MILENKO JOVANOV,1801
ANA BRNABIĆ,98
ĐURO MACUT,13215
ANA BRNABIĆ,1793
SRĐAN SMILJANIĆ,6198
ANA BRNABIĆ,815
ANA BRNABIĆ,1569
ANA BRNABIĆ,3439
ĐURO MACUT,67047
ANA BRNABIĆ,346
MIROSLAV ALEKSIĆ,661
ANA BRNABIĆ,405
BRANKO PAVLOVIĆ,8127
ANA BRNABIĆ,97
ALEKSANDAR JOVANOVIĆ,8044
ANA BRNABIĆ,342
ALEKSANDAR JOVANOVIĆ,24
ANA BRNABIĆ,506
MILENKO JOVANOV,2272
ANA BRNABIĆ,252
ŽELJKO VESELINOVIĆ,9810
ANA BRNABIĆ,56
BALINT PASTOR,11446
ANA BRNABIĆ,61
ŽIVOTA STARČEVIĆ,14012
ANA BRNABIĆ,58
ŽIVOTA STARČEVIĆ,383
ANA BRNABIĆ,53
ŽIVOTA STARČEVIĆ,163
ANA BRNABIĆ,124
ĐURO MACUT,7313
ANA BRNABIĆ,61
BRANIMIR JOVANOVIĆ,12733
ANA BRNABIĆ,61
MILOLJUB ALBIJANIĆ,7912
ANA BRNABIĆ,433
